Contig	Start	End	ID	Name	Product	females_depth	females_depth_corr	females_depth_coding	females_depth_coding_corr	females_depth_noncoding	females_depth_noncoding_corr	males_depth	males_depth_corr	males_depth_coding	males_depth_coding_corr	males_depth_noncoding	males_depth_noncoding_corr	females_snps	females_snps_coding	females_snps_noncoding	males_snps	males_snps_coding	males_snps_noncoding
2121	2054486	2058769	FUN_038964			64	63	76	75	63	62	61	61	69	69	61	61	0	0	0	0	0	0
313	100571	101618	FUN_004164			77	76	77	76	73	72	81	81	82	82	71	71	0	0	0	0	0	0
2361	2243923	2353091	FUN_046382			69	68	82	81	69	68	68	68	77	77	68	68	0	0	0	2	0	2
275	76684	128819	FUN_003639			101	100	129	128	99	98	99	99	123	123	98	98	0	0	0	0	0	0
857	2880777	2911381	FUN_014937			73	72	94	93	72	71	70	70	76	76	70	70	0	0	0	0	0	0
396	323558	323631	FUN_005925			78	77	0	0	0	0	77	77	0	0	0	0	0	0	0	0	0	0
1386	2051496	2052846	FUN_024589			47	46	51	50	45	44	56	56	56	56	56	56	0	0	0	0	0	0
1018	445153	446388	FUN_017671			85	84	87	86	80	79	78	78	77	77	81	81	0	0	0	0	0	0
959	344120	415524	FUN_016570			47	46	59	58	46	45	45	45	58	58	44	44	0	0	0	1	0	1
1033	1444024	1454313	FUN_018033			60	59	61	60	60	59	61	61	65	65	60	60	0	0	0	0	0	0
944	3012242	3027785	FUN_016303			65	64	64	63	65	64	62	62	63	63	62	62	2	0	2	0	0	0
696	1155047	1158801	FUN_011910			77	76	40	39	82	81	76	76	45	45	80	80	1	1	0	2	0	2
365	19878	99047	FUN_005308	NCAPH2		67	66	72	71	67	66	67	67	73	73	67	67	0	0	0	0	0	0
2071	30795	32131	FUN_037978			2	1	1	0	10	9	12	12	12	12	14	14	1	1	0	0	0	0
284	276581	276657	FUN_003768			67	66	0	0	0	0	79	79	0	0	0	0	0	0	0	0	0	0
126	429692	429992	FUN_001295			78	77	81	80	72	71	70	70	71	71	66	66	0	0	0	0	0	0
632	2380503	2381645	FUN_010716			59	58	59	58	0	0	45	45	45	45	0	0	0	0	0	0	0	0
1650	1531	6008	FUN_029441			38	37	40	39	38	37	27	27	34	34	27	27	0	0	0	0	0	0
65	69712	122457	FUN_000256	SF3B4		70	69	35	34	72	71	69	69	37	37	71	71	0	0	0	1	0	1
391	123347	294106	FUN_005845			70	69	72	71	70	69	68	68	72	72	68	68	1	0	1	0	0	0
2093	2666831	2667639	FUN_038651			79	78	78	77	79	78	65	65	66	66	64	64	0	0	0	0	0	0
922	165807	171094	FUN_015994			67	66	80	79	64	63	68	68	79	79	64	64	0	0	0	0	0	0
1202	3431673	3432087	FUN_021258			45	44	45	44	0	0	46	46	46	46	0	0	0	0	0	0	0	0
1387	2932516	2940887	FUN_024758			74	73	68	67	74	73	75	75	73	73	75	75	0	0	0	0	0	0
715	1394310	1455711	FUN_012517	SRBD1		68	67	73	72	68	67	66	66	73	73	66	66	14	0	14	0	0	0
127	208017	208089	FUN_001316			75	74	0	0	0	0	66	66	0	0	0	0	0	0	0	0	0	0
273	2701977	2703268	FUN_003630			73	72	78	77	71	70	83	83	84	84	83	83	0	0	0	0	0	0
1103	122689	146622	FUN_019196	RGS9BP		67	66	58	57	68	67	65	65	63	63	65	65	0	0	0	1	0	1
2344	7589465	7589739	FUN_044107			79	78	80	79	77	76	83	83	84	84	82	82	0	0	0	0	0	0
1002	976603	976679	FUN_017184			60	59	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
85	906553	910118	FUN_000749			9	8	9	8	6	5	16	16	16	16	16	16	9	9	0	0	0	0
1011	186024	237441	FUN_017519	NOX5_2		62	61	71	70	61	60	60	60	72	72	59	59	4	0	4	0	0	0
687	2277840	2309869	FUN_011778	MTFR2		68	67	74	73	68	67	69	69	69	69	69	69	1	0	1	0	0	0
1513	2083767	2122701	FUN_027320			71	70	75	74	71	70	71	71	68	68	71	71	0	0	0	0	0	0
273	2485474	2487159	FUN_003624			78	77	78	77	78	77	73	73	73	73	73	73	0	0	0	0	0	0
380	105567	105639	FUN_005651			45	44	0	0	0	0	54	54	0	0	0	0	0	0	0	0	0	0
1912	1384684	1388896	FUN_034778			64	63	65	64	58	57	65	65	65	65	65	65	0	0	0	0	0	0
715	127159	218157	FUN_012480			69	68	66	65	69	68	68	68	60	60	68	68	5	0	5	0	0	0
1196	3437221	3437833	FUN_020859			82	81	81	80	86	85	77	77	76	76	82	82	0	0	0	0	0	0
957	2133275	2144057	FUN_016528			62	61	88	87	60	59	63	63	79	79	62	62	1	0	1	1	0	1
2360	896843	1050254	FUN_046136			64	63	17	16	68	67	64	64	16	16	67	67	1	0	1	0	0	0
85	250305	253676	FUN_000531			7	6	7	6	3	2	15	15	14	14	20	20	0	0	0	0	0	0
1758	312437	312751	FUN_031591			83	82	83	82	0	0	83	83	83	83	0	0	0	0	0	0	0	0
317	1233685	1290143	FUN_004317	RIOK1		70	69	74	73	70	69	71	71	71	71	71	71	2	0	2	0	0	0
286	40629	96448	FUN_003770	TAPT1		69	68	73	72	69	68	68	68	72	72	68	68	0	0	0	2	0	2
273	2112470	2113640	FUN_003619			86	85	84	83	88	87	73	73	74	74	72	72	0	0	0	0	0	0
273	2079757	2105509	FUN_003618	HMCN1_4		77	76	76	75	77	76	76	76	78	78	76	76	0	0	0	0	0	0
545	805300	814185	FUN_008545			54	53	66	65	52	51	54	54	68	68	51	51	0	0	0	0	0	0
1005	4507586	4507888	FUN_017284			60	59	58	57	68	67	57	57	56	56	61	61	0	0	0	0	0	0
959	319152	321632	FUN_016568			47	46	47	46	0	0	43	43	43	43	0	0	0	0	0	0	0	0
1189	368308	368380	FUN_020645			70	69	0	0	0	0	83	83	0	0	0	0	0	0	0	0	0	0
273	1435260	1435332	FUN_003605			93	92	0	0	0	0	78	78	0	0	0	0	0	0	0	0	0	0
1434	150183	251035	FUN_026081	WDHD1		70	69	72	71	70	69	70	70	70	70	70	70	3	0	3	0	0	0
1255	1219254	1221323	FUN_022192	FAT3		20	19	18	17	21	20	33	33	35	35	31	31	0	0	0	0	0	0
1672	2350504	2377631	FUN_029811			59	58	63	62	59	58	58	58	64	64	58	58	0	0	0	0	0	0
2362	1803424	1824965	FUN_046430			67	66	66	65	67	66	67	67	66	66	67	67	0	0	0	0	0	0
354	597641	610041	FUN_004993			78	77	74	73	78	77	75	75	71	71	75	75	0	0	0	0	0	0
1823	173033	173236	FUN_033049			46	45	46	45	0	0	43	43	42	42	0	0	0	0	0	0	0	0
1735	1015667	1017022	FUN_031180	TLR8_4		74	73	74	73	0	0	77	77	77	77	0	0	0	0	0	0	0	0
273	1180203	1199708	FUN_003601			71	70	72	71	70	69	66	66	68	68	65	65	3	0	3	0	0	0
696	331620	387881	FUN_011895			69	68	72	71	69	68	68	68	66	66	68	68	0	0	0	0	0	0
273	1122550	1127695	FUN_003599			66	65	13	12	72	71	67	67	16	16	72	72	0	0	0	0	0	0
2358	4950913	4950985	FUN_045970			78	77	0	0	0	0	71	71	0	0	0	0	0	0	0	0	0	0
901	2758145	2777394	FUN_015741			68	67	63	62	68	67	71	71	72	72	71	71	0	0	0	0	0	0
421	879552	891151	FUN_006215	IRAK4_2		72	71	76	75	71	70	70	70	70	70	70	70	0	0	0	0	0	0
2089	1520236	1523246	FUN_038582			90	89	123	122	50	49	93	93	125	125	54	54	0	0	0	0	0	0
628	698003	698081	FUN_010479			81	80	0	0	0	0	87	87	0	0	0	0	0	0	0	0	0	0
535	2123427	2124977	FUN_008426			105	104	102	101	118	117	94	94	90	90	117	117	0	0	0	0	0	0
1953	7804159	7827616	FUN_035867			68	67	73	72	68	67	66	66	73	73	65	65	0	0	0	0	0	0
1444	279877	281283	FUN_046727			81	80	79	78	85	84	67	67	68	68	66	66	0	0	0	0	0	0
1007	2701823	2702356	FUN_017399			56	55	56	55	0	0	69	69	69	69	0	0	0	0	0	0	0	0
875	1054758	1054824	FUN_015230			72	71	0	0	0	0	61	61	0	0	0	0	0	0	0	0	0	0
1928	295065	296361	FUN_035238			81	80	75	74	83	82	71	71	64	64	73	73	0	0	0	0	0	0
2239	153858	153930	FUN_041317			79	78	0	0	0	0	64	64	0	0	0	0	0	0	0	0	0	0
470	117808	118403	FUN_007274			1	0	2	1	1	0	12	12	12	12	16	16	0	0	0	0	0	0
1047	1246516	1247810	FUN_018321			62	61	41	40	70	69	47	47	33	33	52	52	0	0	0	0	0	0
201	703738	729212	FUN_002459			69	68	70	69	69	68	69	69	68	68	69	69	0	0	0	0	0	0
714	770256	776813	FUN_012465			67	66	72	71	66	65	61	61	65	65	61	61	0	0	0	0	0	0
1791	202251	248468	FUN_032343			54	53	41	40	54	53	57	57	42	42	57	57	5	0	5	1	0	1
1825	43963	194440	FUN_033056			72	71	74	73	71	70	70	70	75	75	69	69	1	0	1	0	0	0
1899	5042432	5043012	FUN_046830			5	4	4	3	7	6	2	2	1	1	3	3	0	0	0	0	0	0
1031	376403	381692	FUN_017949			66	65	65	64	67	66	69	69	66	66	70	70	0	0	0	0	0	0
529	331013	367497	FUN_008258			62	61	78	77	62	61	62	62	79	79	62	62	3	0	3	0	0	0
1428	271604	275160	FUN_025663			8	7	8	7	7	6	14	14	14	14	16	16	11	11	0	0	0	0
1851	149869	189541	FUN_033383	GRAMD4		68	67	70	69	68	67	67	67	70	70	66	66	0	0	0	0	0	0
363	1027718	1066265	FUN_005214			68	67	64	63	69	68	67	67	63	63	68	68	0	0	0	0	0	0
2308	121415	122187	FUN_042467			73	72	70	69	74	73	70	70	75	75	68	68	0	0	0	0	0	0
1232	178920	302773	FUN_021723	EML5		67	66	68	67	67	66	67	67	68	68	67	67	4	0	4	1	0	1
1196	643573	649102	FUN_020770	MRC1_5		59	58	78	77	56	55	55	55	74	74	52	52	0	0	0	0	0	0
318	920722	921651	FUN_004358			48	47	55	54	40	39	52	52	57	57	47	47	0	0	0	0	0	0
1410	14558	14630	FUN_025089			62	61	0	0	0	0	62	62	0	0	0	0	0	0	0	0	0	0
2127	197012	197672	FUN_039113			71	70	68	67	72	71	69	69	67	67	70	70	0	0	0	0	0	0
1013	1034372	1046957	FUN_017575	PPP1R7		71	70	77	76	71	70	70	70	73	73	69	69	0	0	0	1	0	1
273	577269	577345	FUN_003586			68	67	0	0	0	0	73	73	0	0	0	0	0	0	0	0	0	0
606	1369091	1370061	FUN_009938			82	81	83	82	81	80	82	82	86	86	80	80	0	0	0	0	0	0
273	480035	481091	FUN_003582			61	60	61	60	61	60	59	59	58	58	59	59	0	0	0	0	0	0
747	262645	265517	FUN_013112			70	69	80	79	69	68	65	65	69	69	64	64	0	0	0	0	0	0
1601	3944067	3944452	FUN_029007			321	318	329	326	293	290	315	317	320	322	298	300	0	0	0	0	0	0
273	462435	474639	FUN_003581			74	73	69	68	74	73	73	73	76	76	73	73	0	0	0	0	0	0
421	460298	474706	FUN_006205			74	73	73	72	74	73	74	74	75	75	74	74	0	0	0	0	0	0
1240	711151	1032598	FUN_021961	DAB2IP		67	66	20	19	69	68	65	65	19	19	67	67	25	0	25	17	0	17
769	4691593	4844167	FUN_013538	EIF5B		68	67	71	70	68	67	68	68	76	76	67	67	1	0	1	0	0	0
2071	96692	98626	FUN_038011			1	0	1	0	1	0	13	13	13	13	11	11	0	0	0	0	0	0
2356	1721146	1721615	FUN_045571			78	77	75	74	83	82	75	75	73	73	78	78	0	0	0	0	0	0
273	349022	349376	FUN_003575			65	64	65	64	60	59	72	72	73	73	63	63	0	0	0	0	0	0
1884	41516	100656	FUN_033867			65	64	39	38	67	66	61	61	37	37	63	63	0	0	0	0	0	0
354	727238	764179	FUN_004998	DALRD3		69	68	68	67	69	68	69	69	66	66	69	69	0	0	0	0	0	0
644	1100551	1101336	FUN_010983			82	81	74	73	90	89	67	67	69	69	65	65	0	0	0	0	0	0
1045	258087	258159	FUN_018252			46	45	0	0	0	0	62	62	0	0	0	0	0	0	0	0	0	0
273	218277	223342	FUN_003568			68	67	74	73	68	67	67	67	70	70	67	67	0	0	0	0	0	0
286	1265028	1266719	FUN_003799	UBOX5		80	79	80	79	0	0	75	75	75	75	0	0	0	0	0	0	0	0
1789	179272	179929	FUN_032298			78	77	82	81	64	63	63	63	66	66	53	53	0	0	0	0	0	0
163	369114	371263	FUN_001770			50	49	66	65	42	41	45	45	64	64	35	35	0	0	0	0	0	0
834	620629	621770	FUN_014638			74	73	78	77	72	71	74	74	77	77	74	74	0	0	0	0	0	0
508	99459	100376	FUN_007822			83	82	85	84	74	73	78	78	79	79	72	72	0	0	0	0	0	0
2325	347630	347697	FUN_042958			98	97	0	0	0	0	93	93	0	0	0	0	0	0	0	0	0	0
46	405784	406106	FUN_000133			82	81	82	81	85	84	74	74	74	74	79	79	0	0	0	0	0	0
127	753363	753445	FUN_001334			48	47	0	0	0	0	52	52	0	0	0	0	0	0	0	0	0	0
713	457265	457337	FUN_012386			73	72	0	0	0	0	64	64	0	0	0	0	0	0	0	0	0	0
273	176054	179485	FUN_003566			74	73	69	68	75	74	75	75	70	70	76	76	0	0	0	0	0	0
1045	315149	678840	FUN_018257	ROBO1_1		58	57	37	36	59	58	57	57	34	34	57	57	26	0	26	6	0	6
857	1494464	1510600	FUN_014903			63	62	70	69	63	62	65	65	71	71	64	64	2	0	2	20	0	20
1787	369542	374026	FUN_032225	CCDC51		68	67	74	73	67	66	66	66	72	72	65	65	0	0	0	0	0	0
127	72642	74324	FUN_001311			74	73	73	72	74	73	81	81	75	75	82	82	0	0	0	0	0	0
282	911662	912042	FUN_003715			51	50	50	49	0	0	37	37	37	37	0	0	0	0	0	0	0	0
761	577012	680189	FUN_013325	NPHP3		66	65	72	71	66	65	65	65	68	68	65	65	2	0	2	6	0	6
944	3420034	3449635	FUN_016313	PCSK9		74	73	80	79	73	72	72	72	81	81	72	72	0	0	0	1	0	1
272	608398	638287	FUN_003556			63	62	59	58	63	62	62	62	67	67	62	62	0	0	0	0	0	0
1333	1781968	1790151	FUN_023664			71	70	87	86	70	69	72	72	82	82	71	71	0	0	0	1	0	1
1247	159243	172389	FUN_022039			64	63	71	70	63	62	62	62	74	74	61	61	0	0	0	0	0	0
2164	1344	43308	FUN_039797	PEX1_1		46	45	74	73	45	44	46	46	68	68	46	46	1	0	1	0	0	0
2359	383061	390703	FUN_046020			61	60	62	61	61	60	62	62	69	69	61	61	0	0	0	0	0	0
1260	122505	127586	FUN_022243			78	77	80	79	78	77	74	74	76	76	74	74	0	0	0	0	0	0
2194	3374377	3401150	FUN_040467			71	70	76	75	70	69	71	71	78	78	69	69	0	0	0	0	0	0
558	1731553	1767797	FUN_008927	MAATS1		70	69	67	66	70	69	69	69	68	68	69	69	0	0	0	0	0	0
687	3908228	3916671	FUN_011823			66	65	96	95	63	62	65	65	96	96	61	61	0	0	0	0	0	0
395	1821147	1883634	FUN_005901	SPDL1		50	49	68	67	50	49	49	49	67	67	49	49	0	0	0	1	0	1
2101	751302	799614	FUN_038769			62	61	69	68	62	61	63	63	74	74	63	63	1	0	1	13	0	13
272	542964	544312	FUN_003549			77	76	82	81	77	76	69	69	62	62	70	70	0	0	0	0	0	0
1078	359570	361375	FUN_018765			46	45	11	10	74	73	41	41	10	10	66	66	0	0	0	0	0	0
477	750814	751075	FUN_007497			70	69	70	69	0	0	83	83	83	83	0	0	0	0	0	0	0	0
1961	1416296	1416625	FUN_036059			71	70	70	69	0	0	71	71	71	71	0	0	0	0	0	0	0	0
213	1827806	1828036	FUN_002742			79	78	79	78	0	0	78	78	78	78	0	0	0	0	0	0	0	0
1428	369763	371081	FUN_025706			10	9	11	10	8	7	14	14	15	15	12	12	0	0	0	0	0	0
1664	828499	828572	FUN_029616			70	69	0	0	0	0	63	63	0	0	0	0	0	0	0	0	0	0
200	48091	48913	FUN_002389			81	80	78	77	83	82	72	72	76	76	69	69	0	0	0	0	0	0
1215	1214164	1214231	FUN_021424			81	80	0	0	0	0	101	101	0	0	0	0	0	0	0	0	0	0
364	277911	279209	FUN_005235			77	76	71	70	79	78	75	75	73	73	76	76	0	0	0	0	0	0
606	1270653	1272011	FUN_009934	OTOP2		73	72	73	72	75	74	79	79	82	82	73	73	0	0	0	0	0	0
272	262484	275695	FUN_003536			70	69	37	36	134	132	68	68	36	36	132	133	0	0	0	1	0	1
2305	278316	308183	FUN_042386			69	68	61	60	70	69	68	68	66	66	68	68	0	0	0	0	0	0
142	1382145	1443964	FUN_001578			56	55	86	85	56	55	56	56	75	75	56	56	1	0	1	0	0	0
945	1029155	1029763	FUN_016347			70	69	70	69	0	0	64	64	64	64	0	0	0	0	0	0	0	0
874	1166614	1170047	FUN_015203			76	75	78	77	70	69	80	80	81	81	76	76	0	0	0	0	0	0
708	75818	96326	FUN_012156	CLNS1A		71	70	77	76	71	70	69	69	73	73	69	69	0	0	0	0	0	0
272	100506	100572	FUN_003532			102	101	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0
906	118466	168416	FUN_015856	SPATA22		73	72	80	79	73	72	71	71	71	71	71	71	0	0	0	0	0	0
1510	194465	194532	FUN_027222			72	71	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0
2055	5449110	5454745	FUN_037767			19	18	21	20	19	18	23	23	24	24	22	22	0	0	0	0	0	0
2363	374182	437316	FUN_046482	TRMT2A		69	68	68	67	69	68	67	67	69	69	67	67	1	0	1	1	0	1
292	1195191	1318668	FUN_003916	POLR1C		67	66	75	74	67	66	65	65	74	74	65	65	0	0	0	0	0	0
629	1663011	1694545	FUN_010573			63	62	66	65	63	62	63	63	69	69	63	63	0	0	0	1	0	1
1428	115672	117894	FUN_025593			7	6	7	6	8	7	14	14	14	14	21	21	0	0	0	0	0	0
1428	1133177	1135432	FUN_026019	ACO2_1		7	6	7	6	0	0	13	13	13	13	0	0	0	0	0	0	0	0
122	248268	257515	FUN_001232			58	57	33	32	61	60	58	58	28	28	62	62	0	0	0	0	0	0
1695	1779468	1796680	FUN_030454			70	69	72	71	70	69	68	68	68	68	68	68	0	0	0	0	0	0
702	684169	685718	FUN_012117			72	71	80	79	68	67	76	76	79	79	74	74	0	0	0	0	0	0
1056	192573	192977	FUN_018424			66	65	66	65	0	0	80	80	80	80	0	0	0	0	0	0	0	0
1868	377828	377900	FUN_033555			80	79	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0
2131	1165943	1234987	FUN_039224			32	31	36	35	32	31	30	30	36	36	30	30	0	0	0	4	0	4
978	1347236	1368764	FUN_016826			70	69	41	40	74	73	71	71	40	40	74	74	1	0	1	0	0	0
364	1044449	1044521	FUN_005261			59	58	0	0	0	0	53	53	0	0	0	0	0	0	0	0	0	0
1198	477209	484620	FUN_021040			68	67	82	81	61	60	65	65	75	75	60	60	0	0	0	1	0	1
235	220109	243228	FUN_003062			77	76	73	72	77	76	74	74	75	75	74	74	0	0	0	0	0	0
1849	344800	344872	FUN_033360			101	100	0	0	0	0	73	73	0	0	0	0	0	0	0	0	0	0
1594	1034614	1034697	FUN_028767			45	44	0	0	0	0	66	66	0	0	0	0	0	0	0	0	0	0
986	2069655	2070865	FUN_016979			73	72	68	67	78	77	69	69	65	65	73	73	0	0	0	0	0	0
819	58025	60193	FUN_014372			30	29	30	29	0	0	26	26	26	26	0	0	0	0	0	0	0	0
1142	339531	339885	FUN_019953			4	3	4	3	4	3	13	13	14	14	11	11	0	0	0	0	0	0
773	1713581	1745967	FUN_013744			66	65	78	77	65	64	64	64	73	73	64	64	0	0	0	1	0	1
2169	469979	473347	FUN_039828			69	68	69	68	69	68	66	66	70	70	64	64	0	0	0	2	0	2
176	519587	567000	FUN_001952			67	66	70	69	67	66	65	65	62	62	65	65	0	0	0	0	0	0
836	133884	145666	FUN_014648			69	68	69	68	69	68	67	67	70	70	66	66	0	0	0	0	0	0
512	1565537	1567552	FUN_007884			128	127	128	127	140	138	106	106	105	105	122	122	0	0	0	0	0	0
647	1679654	1712027	FUN_011023			71	70	76	75	70	69	70	70	74	74	70	70	0	0	0	0	0	0
691	84347	84504	FUN_011867			73	72	72	71	0	0	68	68	68	68	0	0	0	0	0	0	0	0
516	356902	383551	FUN_007989			55	54	66	65	55	54	55	55	63	63	55	55	4	0	4	0	0	0
271	2870716	2871234	FUN_003523			75	74	74	73	85	84	87	87	85	85	100	100	0	0	0	0	0	0
1428	620030	621283	FUN_025803			19	18	19	18	0	0	19	19	19	19	0	0	0	0	0	0	0	0
1454	2454453	2454529	FUN_026376			41	40	0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0
2132	1685861	1695851	FUN_039284	GRPEL1		77	76	79	78	76	75	74	74	78	78	74	74	0	0	0	0	0	0
204	214271	214343	FUN_002489			63	62	0	0	0	0	68	68	0	0	0	0	0	0	0	0	0	0
370	504872	509661	FUN_005479			53	52	22	21	65	64	54	54	20	20	66	66	0	0	0	0	0	0
1791	588991	765720	FUN_032355	SESN1		68	67	75	74	67	66	68	68	74	74	68	68	2	0	2	11	0	11
515	7465	8322	FUN_007930	RDH16_1		78	77	75	74	78	77	73	73	78	78	71	71	0	0	0	0	0	0
1009	268373	270402	FUN_017504	RASGRF1_1		75	74	57	56	80	79	70	70	59	59	73	73	0	0	0	0	0	0
897	171357	174758	FUN_015606			30	29	63	62	26	25	31	31	64	64	26	26	0	0	0	1	0	1
2073	1248825	1272276	FUN_038280	WWC1_2		72	71	70	69	72	71	71	71	77	77	71	71	0	0	0	0	0	0
1757	1054295	1113763	FUN_031553	HAUS6		72	71	74	73	72	71	70	70	71	71	70	70	0	0	0	0	0	0
271	2656880	2714038	FUN_003518			67	66	60	59	67	66	66	66	64	64	67	67	3	0	3	1	1	0
1523	73737	121889	FUN_027508			304	301	300	297	304	301	264	266	262	264	264	266	0	0	0	0	0	0
865	378353	379984	FUN_015064			71	70	71	70	0	0	77	77	77	77	0	0	0	0	0	0	0	0
1969	561979	562406	FUN_036160			94	93	94	93	95	94	83	83	84	84	67	67	0	0	0	0	0	0
746	6586519	6586596	FUN_013036			87	86	0	0	0	0	82	82	0	0	0	0	0	0	0	0	0	0
1007	2615551	2615623	FUN_017396			65	64	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0
271	2341518	2348427	FUN_003515	SLC2A8		66	65	76	75	64	63	65	65	72	72	64	64	0	0	0	0	0	0
2338	1271027	1276757	FUN_043602			71	70	67	66	72	71	68	68	62	62	69	69	1	0	1	0	0	0
846	859430	859875	FUN_014741			81	80	81	80	84	83	83	83	83	83	85	85	0	0	0	0	0	0
934	27014	28985	FUN_016076			369	366	370	367	362	359	364	366	366	368	332	334	0	0	0	0	0	0
673	508945	512018	FUN_011400			58	57	67	66	57	56	52	52	59	59	51	51	0	0	0	0	0	0
456	793176	870077	FUN_007007			67	66	71	70	67	66	66	66	70	70	66	66	4	0	4	0	0	0
2073	1004830	1006872	FUN_038271			87	86	87	86	0	0	83	83	83	83	0	0	0	0	0	0	0	0
641	2168522	2254660	FUN_010930	ECT2L		67	66	70	69	67	66	65	65	67	67	65	65	0	0	0	0	0	0
300	1179584	1179656	FUN_004033			87	86	0	0	0	0	66	66	0	0	0	0	0	0	0	0	0	0
359	404294	404367	FUN_005153			67	66	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
271	2279589	2300933	FUN_003514	EMX2_7		62	61	77	76	62	61	61	61	83	83	60	60	0	0	0	0	0	0
192	1822795	1847059	FUN_002296			60	59	74	73	59	58	62	62	70	70	62	62	1	0	1	1	0	1
1979	1365670	1372629	FUN_036535			64	63	77	76	63	62	75	75	94	94	74	74	0	0	0	0	0	0
1526	507227	508218	FUN_027621			75	74	75	74	0	0	70	70	69	69	0	0	0	0	0	0	0	0
2353	1222982	1263443	FUN_045156	Mco1_5		64	63	70	69	63	62	62	62	72	72	62	62	0	0	0	0	0	0
271	1951907	1951979	FUN_003509			81	80	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
549	2923496	2949559	FUN_008740	amt-1_5		62	61	65	64	62	61	61	61	66	66	61	61	0	0	0	10	0	10
1810	1579623	1585239	FUN_032704			64	63	56	55	65	64	65	65	62	62	65	65	0	0	0	0	0	0
271	1853183	1853259	FUN_003507			81	80	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
687	1721267	1751830	FUN_011762	WDR65_2		73	72	73	72	73	72	74	74	73	73	74	74	0	0	0	0	0	0
114	17175	17718	FUN_001103			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	1670846	1684869	FUN_003505	EMX2_2		55	54	72	71	54	53	54	54	73	73	53	53	2	0	2	0	0	0
271	1617128	1617201	FUN_003504			90	89	0	0	0	0	82	82	0	0	0	0	0	0	0	0	0	0
698	89209	95148	FUN_011972			76	75	72	71	76	75	75	75	79	79	74	74	0	0	0	0	0	0
2333	1256344	1257818	FUN_046979			76	75	84	83	71	70	72	72	74	74	71	71	0	0	0	0	0	0
271	1566551	1579782	FUN_003503	EMX2_1		74	73	77	76	74	73	76	76	79	79	76	76	0	0	0	0	0	0
1797	2807	3730	FUN_032389			1	0	1	0	0	0	16	16	16	16	0	0	13	13	0	0	0	0
265	108012	190311	FUN_003387	SUPT6H		72	71	73	72	72	71	69	69	70	70	69	69	0	0	0	0	0	0
676	29334	29406	FUN_011462			37	36	0	0	0	0	46	46	0	0	0	0	0	0	0	0	0	0
1096	456273	458657	FUN_019049	NINJ2_3		57	56	71	70	54	53	61	61	69	69	58	58	0	0	0	0	0	0
1561	3481085	3481157	FUN_028165			61	60	0	0	0	0	78	78	0	0	0	0	0	0	0	0	0	0
1142	135350	136721	FUN_019835			1	0	1	0	0	0	12	12	12	12	11	11	0	0	0	0	0	0
1050	152357	154251	FUN_018351			53	52	65	64	51	50	49	49	61	61	47	47	0	0	0	0	0	0
617	1324784	1328777	FUN_010304			78	77	75	74	86	85	75	75	75	75	76	76	0	0	0	0	0	0
1552	367683	372039	FUN_027999	FUT7_15		78	77	71	70	79	78	77	77	73	73	78	78	0	0	0	0	0	0
1129	112650	113314	FUN_019613			49	48	56	55	40	39	59	59	66	66	51	51	0	0	0	0	0	0
271	1438400	1476820	FUN_003499	SFXN5		65	64	72	71	64	63	65	65	71	71	64	64	1	0	1	0	0	0
1005	4298986	4445683	FUN_017281	TMEM5		64	63	60	59	64	63	64	64	62	62	64	64	11	0	11	4	0	4
944	1970216	1971665	FUN_016269	ZNFX1_9		76	75	76	75	73	72	75	75	75	75	77	77	0	0	0	0	0	0
34	213818	218356	FUN_000063			73	72	76	75	72	71	75	75	72	72	76	76	0	0	0	0	0	0
226	133279	133476	FUN_002934			86	85	85	84	0	0	111	111	111	111	0	0	0	0	0	0	0	0
1579	1091808	1108628	FUN_028490			65	64	72	71	65	64	65	65	71	71	65	65	0	0	0	0	0	0
636	1352714	1382511	FUN_010792	LANCL1		68	67	65	64	68	67	65	65	66	66	65	65	0	0	0	5	0	5
1879	2447477	2447549	FUN_033851			82	81	0	0	0	0	66	66	0	0	0	0	0	0	0	0	0	0
271	208655	228973	FUN_003459	ZDHHC16		70	69	68	67	71	70	69	69	68	68	70	70	0	0	0	0	0	0
1427	168032	169167	FUN_025528			91	90	84	83	94	93	81	81	82	82	80	80	0	0	0	0	0	0
273	540129	560593	FUN_003585	SAC3D1		64	63	68	67	64	63	63	63	74	74	63	63	1	0	1	1	0	1
85	599048	601475	FUN_000650			8	7	8	7	10	9	14	14	14	14	13	13	0	0	0	0	0	0
769	4446431	4447086	FUN_013533			68	67	69	68	67	66	66	66	70	70	57	57	0	0	0	0	0	0
1142	17518	20306	FUN_019771			1	0	1	0	1	0	10	10	10	10	10	10	0	0	0	0	0	0
1783	2595	57531	FUN_032154	ASNSD1		63	62	73	72	62	61	61	61	75	75	60	60	17	0	17	0	0	0
